2,1,16.643600677696543,2.076889801025395,63.51990313679442,64.10244445800781,1,-1,-1,-1
2,2,189.47504842508243,104.36677856445313,58.22639851116325,65.03841552734374,1,-1,-1,-1
2,3,175.14232293322468,159.01118164062498,68.10979993433189,87.24821166992187,1,-1,-1,-1
2,4,92.07242245249282,149.9405029296875,92.59384528056127,99.72651977539063,1,-1,-1,-1
3,2,193.03088158450146,97.69192891861476,56.904733492501684,63.53154074492703,1,-1,-1,-1
3,4,91.65360803976975,132.28307902500993,109.15397397084642,117.82455510847785,1,-1,-1,-1
3,5,185.24959131561928,134.65220642089844,64.70125071837084,71.52966918945313,1,-1,-1,-1
3,6,224.02381597056765,61.75749664306641,26.03020009011473,55.90391082763672,1,-1,-1,-1
4,2,190.85263105318026,82.53316664430344,65.10893501832783,72.86279536673094,1,-1,-1,-1
4,4,92.65670195878887,108.38341349746133,127.7042120050256,138.67355049404318,1,-1,-1,-1
4,7,177.56914552024358,81.25084991455078,75.22383054154407,163.04910888671876,1,-1,-1,-1
4,8,44.10053832994315,25.142348480224612,70.50468811062152,70.399169921875,1,-1,-1,-1
5,2,193.81312812409323,66.61753495631817,61.144119351771906,68.38945316968467,1,-1,-1,-1
5,4,91.88066836062877,85.92563541465843,138.84202494105264,151.95692857356332,1,-1,-1,-1
5,7,170.01599008090048,76.68337885258337,75.99139545941875,163.97137968442715,1,-1,-1,-1
5,10,135.23253222358113,172.49558105468748,72.05081690049403,68.97135009765626,1,-1,-1,-1
5,11,209.59100657693716,13.420800781250001,42.19442727581317,55.74564666748047,1,-1,-1,-1
6,4,101.8369513213288,69.89683018760746,144.99085336177274,159.7666385638861,1,-1,-1,-1
6,7,174.63955801558768,41.40281120074488,83.90411621307798,182.74105510420844,1,-1,-1,-1
6,11,210.82225574999356,14.488283508327243,43.680627436730546,57.876423519854,1,-1,-1,-1
6,12,74.7958881644744,64.65369186401368,70.07205728921527,68.84612426757812,1,-1,-1,-1
7,4,108.34294808964032,49.5415083334957,148.34782146614077,165.52350371088056,1,-1,-1,-1
7,7,174.33831031932914,24.298849773564,87.96183364978519,193.9112779706877,1,-1,-1,-1
7,14,93.12416096486947,190.27037353515624,59.27279623432354,65.76546630859374,1,-1,-1,-1
7,15,182.03063191001925,6.333500671386716,73.52256186355528,52.2808952331543,1,-1,-1,-1
8,4,118.05523235026253,39.61359412630681,144.9610860766579,163.43641370544583,1,-1,-1,-1
8,17,116.29278338084737,99.04706115722657,64.33140101174274,76.73285522460938,1,-1,-1,-1
9,4,126.58907381322304,24.439074209707528,140.19307922892048,160.63430007529288,1,-1,-1,-1
9,19,42.09962753392495,167.5652648925781,66.30638305470869,73.65775146484376,1,-1,-1,-1
9,2,180.32445361781961,53.20078599604584,50.8755802091584,56.43394646548112,1,-1,-1,-1
10,4,129.84973077396836,20.00390452711619,134.11022241472824,155.88517855134484,1,-1,-1,-1
10,21,170.541826125568,78.30863037109376,59.363564545739,57.94710083007813,1,-1,-1,-1
10,22,140.59735280383367,138.4913131713867,71.81249654077016,71.70731353759766,1,-1,-1,-1
10,2,174.06939882962865,45.76544700465253,57.16778672344137,62.83747682620279,1,-1,-1,-1
10,11,199.81108798861868,21.393470930847663,47.96748266692396,62.623266834282575,1,-1,-1,-1
10,7,180.29247624303147,38.54944882892511,79.21531291078956,177.07662882507165,1,-1,-1,-1
11,4,121.55807591418817,11.488691125161367,135.81196358578805,160.04385857978733,1,-1,-1,-1
11,2,184.7139058913002,39.421715251301805,56.91681937272365,61.94550182692745,1,-1,-1,-1
11,23,-1.7379514266383467,139.94360961914063,65.42494307544467,73.55943603515625,1,-1,-1,-1
11,7,181.2775368037753,59.23100368013053,77.90934180929521,176.82217731596285,1,-1,-1,-1
11,17,164.62411474471182,105.50206974552782,46.52142583081747,54.99886125683423,1,-1,-1,-1
12,23,10.37813817542245,127.50989523766273,64.75297154205256,72.80092017297409,1,-1,-1,-1
